q_id,web_list
1,"[1567, 16, 403, 672, 1249]"
2,"[1567, 1613, 1607, 672, 98]"
3,"[110, 1705, 1704, 1249, 116]"
4,"[1632, 223, 282, 1013, 248]"
5,"[165, 1639, 470, 620, 444]"
6,"[1887, 866, 1871, 1830, 1834]"
7,"[1906, 89, 165, 1604, 1196]"
8,"[403, 480, 862, 1723, 111]"
9,"[165, 98, 1608, 1607, 89]"
10,"[1772, 1192, 16, 1705, 1704]"
11,"[413, 81, 1192, 662, 1772]"
12,"[1192, 114, 16, 1611, 455]"
13,"[890, 866, 1890, 165, 1536]"
14,"[1567, 1613, 1904, 672, 102]"
15,"[403, 1317, 1723, 575, 73]"
16,"[1202, 410, 1640, 165, 1677]"
17,"[444, 1666, 1885, 672, 1291]"
18,"[403, 1249, 1676, 444, 165]"
19,"[403, 1704, 1705, 405, 1676]"
20,"[1202, 410, 1196, 165, 926]"
21,"[455, 114, 1610, 116, 16]"
22,"[587, 590, 593, 597, 599]"
23,"[403, 480, 1723, 121, 511]"
24,"[403, 73, 749, 866, 1670]"
25,"[1192, 1696, 1640, 1695, 1676]"
26,"[1248, 1696, 110, 1698, 114]"
27,"[1246, 1006, 29, 1063, 1903]"
28,"[93, 95, 1843, 1842, 1844]"
29,"[110, 789, 444, 851, 1534]"
30,"[1192, 1887, 1884, 687, 884]"
31,"[1202, 165, 410, 926, 213]"
32,"[116, 114, 1192, 1676, 125]"
33,"[16, 1192, 1772, 114, 1705]"
34,"[403, 1704, 1705, 672, 1249]"
35,"[1666, 672, 1202, 410, 164]"
36,"[1063, 1659, 408, 1639, 1291]"
37,"[1723, 403, 111, 1428, 73]"
38,"[1607, 1659, 1277, 672, 1608]"
39,"[1249, 1887, 1890, 1401, 1404]"
40,"[1639, 395, 1073, 1613, 1885]"
41,"[73, 403, 111, 480, 282]"
42,"[1904, 1192, 1613, 78, 111]"
43,"[511, 1825, 1830, 1832, 1873]"
44,"[403, 749, 1320, 1197, 1249]"
45,"[1063, 1204, 1184, 1647, 28]"
46,"[403, 866, 1612, 1034, 1620]"
47,"[1904, 43, 1899, 890, 1746]"
48,"[1904, 1567, 1899, 1896, 1192]"
49,"[862, 1705, 1704, 1758, 1762]"
50,"[403, 480, 432, 1723, 121]"
51,"[403, 511, 1723, 480, 1705]"
52,"[1902, 1915, 1639, 688, 655]"
53,"[1567, 16, 403, 672, 1249]"
54,"[1249, 165, 927, 1924, 1677]"
55,"[403, 511, 1723, 480, 1705]"
56,"[43, 1896, 1904, 1567, 1160]"
57,"[1666, 444, 672, 432, 1291]"
58,"[1249, 480, 808, 866, 432]"
59,"[18, 1246, 1772, 1192, 661]"
60,"[110, 114, 116, 1904, 1192]"
61,"[403, 808, 1567, 1249, 672]"
62,"[1830, 1834, 1871, 501, 1457]"
63,"[1636, 124, 922, 1604, 102]"
64,"[1567, 866, 1562, 1556, 1554]"
65,"[403, 1567, 16, 1006, 480]"
66,"[1249, 408, 60, 430, 1676]"
67,"[926, 163, 1733, 383, 1695]"
68,"[1073, 793, 314, 171, 165]"
69,"[403, 1915, 866, 1825, 1197]"
70,"[1896, 1063, 1277, 1666, 1270]"
71,"[1885, 89, 1887, 1892, 1890]"
72,"[403, 1320, 1317, 749, 73]"
73,"[1320, 236, 1003, 237, 240]"
74,"[112, 113, 890, 403, 1904]"
75,"[922, 1899, 1526, 89, 926]"
76,"[1915, 1620, 102, 165, 1612]"
77,"[408, 1676, 1675, 403, 405]"
78,"[1884, 102, 1746, 409, 1617]"
79,"[403, 866, 121, 511, 282]"
80,"[808, 1906, 866, 454, 1604]"
81,"[44, 692, 1273, 390, 1705]"
82,"[1249, 1575, 403, 1197, 121]"
83,"[403, 1197, 165, 1915, 1676]"
84,"[1249, 1196, 432, 1611, 102]"
85,"[1077, 1118, 1257, 265, 1034]"
86,"[1772, 413, 110, 81, 597]"
87,"[97, 96, 1320, 409, 650]"
88,"[1567, 1896, 1607, 1608, 1904]"
89,"[468, 73, 111, 282, 1904]"
90,"[672, 1160, 1295, 1903, 165]"
91,"[772, 79, 650, 1202, 410]"
92,"[114, 1192, 16, 1604, 890]"
93,"[648, 480, 1542, 809, 1534]"
94,"[114, 447, 1904, 1112, 16]"
95,"[112, 890, 1676, 113, 1675]"
96,"[1290, 1317, 365, 501, 800]"
97,"[403, 72, 429, 749, 1320]"
98,"[1248, 1640, 228, 1193, 1676]"
99,"[1717, 1317, 73, 892, 480]"
100,"[1567, 1904, 922, 926, 409]"
101,"[433, 1640, 1566, 1675, 1279]"
102,"[403, 1317, 480, 1723, 111]"
103,"[1249, 121, 1197, 420, 1202]"
104,"[1192, 1312, 1567, 1904, 1884]"
105,"[1772, 110, 1640, 126, 1639]"
106,"[1676, 322, 125, 365, 1014]"
107,"[66, 688, 1107, 1002, 232]"
108,"[828, 468, 903, 660, 82]"
109,"[403, 1249, 1898, 1575, 444]"
110,"[444, 789, 672, 403, 851]"
111,"[403, 1344, 1915, 1566, 1077]"
112,"[789, 444, 165, 1193, 66]"
113,"[73, 1246, 82, 1317, 111]"
114,"[1915, 1687, 434, 672, 101]"
115,"[1772, 1723, 501, 800, 480]"
116,"[165, 410, 1202, 1620, 672]"
117,"[289, 1070, 1566, 1116, 650]"
118,"[403, 1723, 480, 511, 1705]"
119,"[60, 1604, 1639, 926, 1695]"
120,"[16, 441, 1772, 903, 442]"
121,"[1202, 410, 405, 926, 1639]"
122,"[1834, 1871, 1772, 1320, 1363]"
123,"[1913, 1192, 1611, 1887, 1904]"
124,"[73, 282, 468, 403, 37]"
125,"[1249, 480, 468, 660, 1063]"
126,"[1249, 1611, 1746, 87, 458]"
127,"[1677, 1202, 410, 926, 165]"
128,"[114, 1112, 16, 1192, 884]"
129,"[1666, 444, 672, 432, 1291]"
130,"[403, 1197, 1073, 749, 409]"
131,"[1246, 471, 1744, 454, 62]"
132,"[1885, 1887, 1704, 1705, 1892]"
133,"[687, 1521, 1249, 1705, 1704]"
134,"[1249, 432, 1907, 121, 1830]"
135,"[403, 1723, 480, 511, 1704]"
136,"[73, 1717, 1317, 1006, 82]"
137,"[73, 37, 111, 1607, 1114]"
138,"[1567, 866, 1904, 1191, 808]"
139,"[1666, 1607, 672, 444, 1193]"
140,"[1592, 1290, 1249, 688, 165]"
141,"[165, 164, 672, 1592, 1666]"
142,"[1904, 114, 1192, 1899, 1926]"
143,"[672, 165, 98, 89, 1249]"
144,"[1772, 594, 587, 595, 593]"
145,"[1895, 1287, 82, 660, 828]"
146,"[1317, 73, 403, 1717, 111]"
147,"[925, 167, 928, 931, 174]"
148,"[111, 95, 480, 862, 1723]"
149,"[1192, 1904, 1567, 1613, 455]"
150,"[1567, 480, 1249, 1063, 110]"
151,"[1915, 1906, 922, 165, 1620]"
152,"[1921, 292, 1048, 1113, 114]"
153,"[1620, 1202, 165, 410, 1249]"
154,"[1317, 660, 1762, 1758, 606]"
155,"[1192, 110, 1904, 692, 114]"
156,"[73, 1317, 468, 1717, 111]"
157,"[1534, 1903, 1607, 1898, 1160]"
158,"[110, 1904, 1613, 114, 1567]"
159,"[692, 1600, 1192, 440, 1904]"
160,"[403, 1666, 409, 1640, 1906]"
161,"[866, 1884, 1071, 1910, 1705]"
162,"[1567, 1887, 1896, 1539, 1534]"
163,"[1567, 135, 1760, 1072, 1896]"
164,"[1772, 587, 590, 593, 597]"
165,"[1317, 403, 111, 1764, 1818]"
166,"[1877, 828, 135, 1287, 1015]"
167,"[111, 1723, 1428, 282, 866]"
168,"[403, 1772, 808, 1006, 432]"
169,"[165, 164, 1696, 102, 98]"
170,"[672, 789, 1885, 851, 1592]"
171,"[866, 688, 898, 904, 125]"
172,"[1567, 16, 1896, 1899, 1904]"
173,"[1192, 1613, 856, 1904, 455]"
174,"[866, 1073, 1922, 1897, 102]"
175,"[102, 922, 1746, 1534, 89]"
176,"[1915, 1696, 1344, 164, 165]"
177,"[403, 282, 1666, 511, 480]"
178,"[1192, 890, 114, 1908, 1711]"
179,"[749, 782, 403, 1320, 667]"
180,"[403, 1197, 1915, 1566, 1269]"
181,"[1904, 1566, 1903, 403, 1659]"
182,"[1192, 455, 16, 1904, 1896]"
183,"[112, 890, 1902, 95, 1915]"
184,"[1197, 403, 446, 1204, 1915]"
185,"[1249, 432, 121, 458, 901]"
186,"[1904, 1885, 1887, 1894, 1567]"
187,"[1904, 1567, 1885, 1588, 1887]"
188,"[116, 1192, 114, 455, 1705]"
189,"[1246, 1708, 1203, 1317, 1772]"
190,"[1675, 1676, 890, 1906, 1902]"
191,"[1760, 857, 1761, 1704, 1705]"
192,"[403, 1080, 1705, 444, 866]"
193,"[1130, 1077, 878, 335, 1280]"
194,"[95, 1567, 37, 1904, 101]"
195,"[403, 1566, 1705, 1704, 444]"
196,"[16, 1896, 1567, 413, 43]"
197,"[403, 1723, 480, 72, 749]"
198,"[403, 1915, 73, 480, 926]"
199,"[862, 403, 111, 78, 1705]"
200,"[1192, 1705, 1704, 687, 114]"
201,"[866, 808, 403, 121, 749]"
202,"[1676, 1249, 405, 1675, 1202]"
203,"[1317, 480, 73, 1723, 468]"
204,"[1607, 1517, 1535, 1903, 851]"
205,"[890, 1676, 114, 1344, 60]"
206,"[1317, 73, 1717, 403, 111]"
207,"[1772, 16, 1461, 1210, 1457]"
208,"[111, 1705, 1249, 860, 1600]"
209,"[1567, 16, 1249, 102, 95]"
210,"[403, 1006, 73, 1666, 282]"
211,"[1884, 1562, 432, 1536, 783]"
212,"[1639, 1192, 1604, 1636, 16]"
213,"[114, 1192, 1904, 1600, 60]"
214,"[1611, 1604, 808, 1249, 1606]"
215,"[1772, 43, 1904, 1896, 1192]"
216,"[114, 1192, 1921, 890, 1910]"
217,"[1246, 1708, 73, 413, 803]"
218,"[1899, 1885, 1753, 1567, 1907]"
219,"[480, 468, 501, 660, 37]"
220,"[1249, 60, 926, 1204, 1721]"
221,"[1666, 403, 672, 1904, 1613]"
222,"[1903, 1781, 135, 1160, 738]"
223,"[1704, 1705, 1760, 1761, 1316]"
224,"[1567, 16, 1896, 135, 1904]"
225,"[1906, 1202, 410, 1637, 1676]"
226,"[1885, 603, 1676, 403, 444]"
227,"[672, 98, 167, 169, 919]"
228,"[888, 687, 1112, 846, 1705]"
229,"[605, 1904, 1695, 773, 1613]"
230,"[866, 121, 480, 1072, 468]"
231,"[1640, 1161, 412, 417, 1038]"
232,"[95, 43, 1904, 1599, 1887]"
233,"[1192, 114, 1610, 692, 455]"
234,"[111, 672, 441, 444, 1898]"
235,"[672, 432, 1666, 1620, 1592]"
236,"[16, 1567, 114, 1192, 110]"
237,"[1830, 1887, 501, 1363, 1834]"
238,"[1249, 1592, 672, 1832, 1830]"
239,"[1582, 1380, 426, 1718, 88]"
240,"[1249, 403, 1566, 405, 1906]"
241,"[1192, 1904, 455, 1613, 114]"
242,"[672, 928, 169, 929, 932]"
243,"[1567, 135, 1249, 1887, 16]"
244,"[866, 1887, 1556, 890, 1554]"
245,"[1887, 1249, 93, 1401, 1316]"
246,"[692, 1604, 890, 116, 1192]"
247,"[403, 73, 1320, 1006, 111]"
248,"[1567, 1534, 1192, 110, 1554]"
249,"[1192, 114, 16, 1904, 110]"
250,"[73, 1246, 1317, 1708, 803]"
251,"[432, 121, 1249, 111, 1277]"
252,"[1676, 1202, 410, 1906, 1677]"
253,"[81, 836, 1704, 1705, 681]"
254,"[455, 114, 1307, 16, 116]"
255,"[749, 687, 403, 866, 121]"
256,"[672, 1904, 1666, 102, 1746]"
257,"[851, 1894, 1885, 480, 857]"
258,"[765, 747, 754, 755, 756]"
259,"[922, 1915, 878, 926, 890]"
260,"[1317, 111, 474, 661, 403]"
261,"[111, 1723, 1317, 1717, 1428]"
262,"[1249, 95, 102, 501, 1904]"
263,"[1904, 1886, 1885, 1894, 1666]"
264,"[866, 1885, 857, 121, 1823]"
265,"[1249, 1401, 1457, 1830, 1404]"
266,"[1887, 1915, 1885, 1358, 1567]"
267,"[857, 1705, 1704, 1721, 1277]"
268,"[1884, 1904, 1611, 692, 102]"
269,"[862, 1040, 480, 1567, 1249]"
270,"[379, 1896, 1772, 1567, 587]"
271,"[1659, 1592, 1043, 1918, 213]"
272,"[405, 726, 727, 1650, 734]"
273,"[1915, 405, 1014, 1299, 1077]"
274,"[1608, 1607, 1277, 1063, 1249]"
275,"[1249, 901, 432, 848, 823]"
276,"[290, 281, 118, 1122, 1560]"
277,"[1249, 432, 1611, 458, 1604]"
278,"[110, 660, 652, 1023, 1581]"
279,"[480, 648, 1679, 1491, 1412]"
280,"[403, 1317, 480, 1723, 111]"
281,"[1567, 1894, 1607, 1904, 1608]"
282,"[1904, 112, 113, 1192, 890]"
283,"[1904, 1613, 78, 1192, 1567]"
284,"[1607, 1885, 1903, 444, 1612]"
285,"[1246, 621, 441, 1264, 1265]"
286,"[1639, 1676, 603, 408, 1131]"
287,"[28, 29, 27, 23, 21]"
288,"[403, 1317, 73, 1246, 1320]"
289,"[1676, 165, 1675, 1604, 89]"
290,"[1677, 1639, 125, 1676, 872]"
291,"[1561, 1915, 89, 1793, 1777]"
292,"[1746, 102, 1192, 1904, 1533]"
293,"[1723, 403, 111, 480, 1428]"
294,"[1705, 1704, 72, 340, 1789]"
295,"[1695, 1163, 605, 1639, 1924]"
296,"[1676, 164, 165, 1637, 1202]"
297,"[1904, 860, 890, 1906, 1249]"
298,"[1904, 1192, 114, 1890, 110]"
299,"[432, 111, 1249, 121, 866]"
